,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
1249,Yes,,301.8888888888889, Research & Development ,6,3,Life Sciences,1250,4,1,2,1, LaBORatORy tEchNiCian ,4,Single,"2438,33$","6339,67$",1,Yes,18,,2,,0,,5,"3,0",1,1,0,2003,,False
1250,No,,556.2566609977324,,2,2,Life Sciences,1251,3,0,2,2, HeALTHCARE REPreSEnTAtIVE ,4,Divorced,"4492,84$","11681,39$",5,No,14,"3,0",4,Part Time,1,"17,0",2,"4,0",1,0,0,1986,"53914,11$",0
1251,No,,290.03550973654063, Research & Development ,15,3,,1252,2,1,3,1, laBorATOrY TeChNIcIAn ,4,Single,"2342,59$","6090,75$",1,No,15,"3,0",3,Part Time,0,,5,"3,0",0,0,0,2001,"28111,13$",False
1252,No,,464.8015873015873,,-24,4,Life Sciences,1253,24,1,2,2, reSeARCh scientIST ,2,,"3754,17$","9760,83$",6,,15,"3,0",3,Part Time,1,,3,"3,0",1,0,0,1989,"45050,00$",True
1253,No,,292.5,,3,2,Life Sciences,1254,1,1,3,1, LAbOrAtorY tEcHNIciaN ,4,Divorced,,"6142,50$",5,,22,"4,0",1,Full Time,1,,2,"3,0",1,0,0,1987,"28350,00$",0
1254,Yes,travel_rarely,290.03550973654063, Sales ,22,1,Marketing,1255,4,0,3,1, sALEs RePREsentaTive ,3,Single,,"6090,75$",1,Yes,19,"3,0",4,Part Time,0,"0,0",2,"2,0",0,0,0,2004,"28111,13$",Yes
1255,No,,290.03550973654063,,9,4,Life Sciences,1256,3,0,3,1, LAboraTOry TeCHniCIan ,1,,,"6090,75$",2,,21,"4,0",4,Part Time,1,"7,0",2,"3,0",5,1,4,1982,"28111,13$",True
1256,No,,290.03550973654063,,-18,1,,1257,2,1,3,1, lAbORatory tECHnICiAn ,2,Single,"2342,59$","6090,75$",1,No,14,,4,Part Time,0,"1,0",3,"3,0",1,0,0,2004,"28111,13$",0
1257,No,,556.2566609977324,,7,4,,1258,2,0,2,2, ManufAcTUriNG diRECTOR ,3,Married,"4492,84$","11681,39$",2,No,17,"3,0",3,,0,"10,0",2,"3,0",1,0,0,1972,"53914,11$",Yes
1258,No,,290.03550973654063,,9,3,,1259,2,1,2,1, rEsearCH SCIeNtIst ,2,Married,,"6090,75$",4,Yes,20,"4,0",2,Part Time,1,"9,0",3,"2,0",1,0,0,1965,"28111,13$",0
1259,Yes,travel_frequently,290.03550973654063,,1,1,,1260,3,1,1,1, SALES RepRESENTatIvE ,1,,"2342,59$","6090,75$",0,No,21,"4,0",1,Part Time,0,"1,0",5,,0,0,0,2004,"28111,13$",Yes
1260,Yes,travel_rarely,290.03550973654063,,2,3,Life Sciences,1261,2,0,2,1, LABOrAtorY tecHniCiaN ,4,Single,"2342,59$","6090,75$",1,,22,"4,0",3,Part Time,0,"1,0",3,"2,0",1,1,0,2004,"28111,13$",Yes
1261,Yes,travel_rarely,556.2566609977324,,23,2,,1262,2,0,2,2, MAnufACTuRiNG DIReCTOR ,3,,"4492,84$","11681,39$",3,Yes,13,"3,0",1,Part Time,0,"8,0",1,"3,0",1,0,1,1988,"53914,11$",True
1262,No,travel_rarely,676.1031746031746,,-38,4,,1263,4,0,3,2, ManUfactuRIng diREcTOR ,3,,,"14198,17$",9,,14,"3,0",2,Full Time,0,"14,0",3,"3,0",1,0,0,1985,"65530,00$",False
1263,Yes,,688.484126984127,,29,1,Medical,1264,2,0,3,2, heAlTHcARe rEpResENtatiVE ,1,Married,"5560,83$","14458,17$",7,Yes,19,,2,Full Time,0,"17,0",2,"3,0",1,0,0,1985,"66730,00$",0
1264,No,,1402.2460317460318, Sales ,6,3,Life Sciences,1265,4,1,3,3, mAnageR ,4,Single,"11325,83$","29447,17$",3,Yes,18,"3,0",3,Full Time,0,,3,"3,0",1,0,0,1982,"135910,00$",False
1265,No,travel_rarely,224.61111111111111,,3,3,Life Sciences,1266,3,0,2,1, ResEaRCh sciENtIST ,4,Married,,"4716,83$",3,,17,"3,0",1,Part Time,1,"7,0",6,"3,0",1,0,0,1964,"21770,00$",Yes
1266,No,travel_rarely,2013.6587301587304,,1,4,Medical,1267,4,1,3,5, MANagER ,4,Divorced,"16264,17$","42286,83$",3,No,11,"3,0",3,Full Time,1,,3,"2,0",7,0,6,1973,"195170,00$",False
1267,No,travel_rarely,556.2566609977324, Research & Development ,19,2,Life Sciences,1268,3,0,3,2, rESEArcH SCiEntIst ,1,Divorced,"4492,84$","11681,39$",2,,16,"3,0",1,Part Time,2,"17,0",2,"2,0",1,0,0,1982,"53914,11$",1
1268,No,,1981.15873015873,,1,3,,1269,3,0,4,5, manAGer ,4,,"16001,67$","41604,33$",0,,11,"3,0",3,Full Time,1,"25,0",2,"3,0",24,1,7,1978,"192020,00$",0
1269,Yes,,1036.6984126984128,,10,3,Medical,1270,1,0,3,3, ManufActuriNG DireCtor ,3,,"8373,33$","21770,67$",6,No,11,,2,Full Time,2,"17,0",5,"3,0",1,0,0,1986,"100480,00$",1
1270,No,,280.94444444444446,,-38,3,,1271,3,0,3,1, rESEARCH SCIENtIsT ,4,Married,"2269,17$","5899,83$",1,No,11,"3,0",2,Part Time,0,"1,0",0,"2,0",1,0,0,1972,"27230,00$",True
1271,Yes,travel_rarely,290.03550973654063,,2,4,Life Sciences,1272,1,0,3,1, LABoraToRY TEcHNiciAN ,3,Single,"2342,59$","6090,75$",2,,11,"3,0",3,Part Time,0,"5,0",5,"1,0",0,0,0,1995,"28111,13$",False
1272,No,travel_rarely,685.4920634920636,,2,3,Medical,1273,1,0,2,2, SaleS exeCUtiVE ,2,Married,,"14395,33$",2,No,19,"3,0",2,Full Time,2,"10,0",2,,0,0,0,1994,"66440,00$",True
1273,No,travel_rarely,556.2566609977324, Research & Development ,23,3,Medical,1274,2,0,2,2, heAlThcaRe REprESeNTATive ,4,,"4492,84$","11681,39$",0,No,21,,2,Part Time,1,"10,0",2,"3,0",9,7,8,1992,"53914,11$",True
1274,No,travel_rarely,578.2936507936508,,7,2,Medical,1275,1,1,4,2, SALes EXEcutIvE ,1,,"4670,83$","12144,17$",1,Yes,24,"4,0",3,Full Time,1,"8,0",3,"3,0",8,7,7,1985,"56050,00$",0
1275,Yes,travel_frequently,326.13492063492066,,-12,3,Life Sciences,1276,12,0,3,1, LABoraToRY TEChnicIan ,3,,"2634,17$","6848,83$",3,Yes,22,"4,0",4,Full Time,1,"19,0",0,"1,0",1,0,0,1979,"31610,00$",Yes
1276,No,,556.2566609977324,,3,3,Technical Degree,1277,3,0,3,2, resEArch ScientiST ,2,Single,"4492,84$","11681,39$",4,,12,"3,0",4,Part Time,0,"10,0",2,"3,0",8,7,7,1987,"53914,11$",Yes
1277,Yes,,146.5079365079365, Research & Development ,3,3,,1278,3,0,3,1, LABoratOry TeCHnIcIan ,3,Single,"1183,33$","3076,67$",1,No,13,"3,0",3,,0,"0,0",2,"3,0",0,0,0,2005,,1
1278,No,,290.03550973654063,,18,4,Life Sciences,1279,3,0,4,1, lAborAtoRY TEchNIciAn ,4,Married,"2342,59$","6090,75$",4,No,18,"3,0",4,Part Time,2,"4,0",2,"3,0",1,0,0,1987,"28111,13$",True
1279,No,,123.8095238095238,,10,3,,1280,4,1,2,1, sALes rEPrESenTativE ,3,,"1000,00$","2600,00$",1,No,12,"3,0",1,Part Time,0,"0,0",2,"3,0",0,0,0,2005,"12000,00$",0
1280,Yes,travel_rarely,540.4285714285714,,3,2,,1281,4,1,3,2, Sales exECutivE ,3,Married,"4365,00$","11349,00$",4,Yes,18,"3,0",1,,0,"12,0",3,"2,0",1,0,0,1984,"52380,00$",True
1281,No,travel_rarely,1030.1984126984128, Research & Development ,-15,3,,1282,15,1,3,3, hEAlthCarE rEpresenTATiVe ,1,Marreid,,"21634,17$",8,No,16,"3,0",1,Part Time,1,,1,"2,0",1,0,0,1980,"99850,00$",True
1282,No,travel_frequently,556.2566609977324,,4,1,Medical,1283,2,0,3,2, sales rEpResENtAtIVe ,3,,,"11681,39$",3,No,19,"3,0",1,Part Time,0,"5,0",3,"3,0",0,0,0,1976,"53914,11$",False
1283,No,travel_rarely,1649.968253968254,,23,5,,1284,1,1,3,4, rEsEARcH DiRecTOR ,4,Single,,"34649,33$",2,No,14,"3,0",2,Full Time,0,"16,0",2,"3,0",1,0,0,1981,"159920,00$",0
1284,No,,244.52380952380955,,2,3,,1285,3,1,3,1, lAboRaTORY TECHNIcIAN ,2,Married,"1975,00$","5135,00$",1,No,13,,3,Part Time,1,"8,0",4,"3,0",8,0,7,1991,"23700,00$",True
1285,No,travel_rarely,1032.4872861766066,,29,1,Medical,1286,1,1,3,3, mAnAGer ,3,Married,"8339,32$","21682,23$",3,,21,"4,0",2,Part Time,1,"15,0",3,"1,0",0,0,0,1975,"100071,84$",Yes
1286,No,travel_rarely,699.6269841269841, Research & Development ,2,4,,1287,1,0,2,2, HealTHcaRE rEPreSEntATive ,4,,"5650,83$","14692,17$",3,,23,"4,0",2,Full Time,0,,6,"3,0",1,0,0,1981,"67810,00$",0
1287,No,non-travel,686.4206349206349,,1,5,Medical,1288,4,1,3,2, sALES ExecuTIve ,4,,"5544,17$","14414,83$",4,,15,,2,,0,,6,"3,0",1,0,0,1987,,1
1288,Yes,travel_rarely,294.1507936507937,,5,3,Marketing,1289,4,1,3,1, SaLes rEpreSeNTATive ,3,Single,,"6177,17$",1,,13,,2,Full Time,0,"1,0",2,"3,0",1,0,0,1990,"28510,00$",False
1289,No,,542.4920634920635, Research & Development ,7,4,Medical,1290,3,1,3,2, MaNUfActuRInG diREctOr ,3,Married,,"11392,33$",2,,14,"3,0",3,Part Time,0,"7,0",2,"4,0",1,0,0,1977,"52580,00$",True
1290,Yes,travel_rarely,290.03550973654063, Sales ,12,3,Life Sciences,1291,3,1,4,1, saLes REPrEsentAtiVE ,2,Single,"2342,59$","6090,75$",1,,15,"3,0",4,,0,"1,0",0,"3,0",1,0,0,2002,,0
1291,No,,255.46031746031747,,2,1,Technical Degree,1292,3,0,3,1, sAlES rEpResENTaTivE ,2,,"2063,33$","5364,67$",1,,18,"3,0",1,,1,,3,"3,0",1,0,0,1993,,Yes
1292,Yes,travel_frequently,235.75396825396828,,4,3,,1293,3,0,3,1, rEsearCh sciEnTISt ,4,Single,"1904,17$","4950,83$",9,Yes,23,"4,0",3,Part Time,0,"3,0",4,"3,0",1,0,0,1993,"22850,00$",False
1293,No,travel_rarely,433.0238095238095,,10,4,,1294,3,0,3,2, maNuFACtURINg DirEcToR ,2,Single,"3497,50$","9093,50$",2,,12,"3,0",4,Part Time,0,"18,0",2,"2,0",1,0,1,1986,"41970,00$",True
1294,No,travel_rarely,355.7460317460318,,2,3,,1295,2,1,2,2, LAboraTORY TEchNIciAN ,3,Married,"2873,33$","7470,67$",6,No,22,"4,0",2,,1,,3,"3,0",1,0,0,1983,,1
1295,No,travel_rarely,470.26984126984127,,17,2,,1296,3,0,3,2, lABORatorY TECHNIciAN ,1,,"3798,33$","9875,67$",1,,12,"3,0",4,Part Time,1,"10,0",2,,10,1,8,1995,"45580,00$",False
1296,No,travel_frequently,175.60317460317464,,2,2,,1297,4,0,3,1, lABoRatory teCHniciAN ,4,Married,"1418,33$","3687,67$",1,Yes,23,"4,0",3,Part Time,1,,3,"3,0",1,0,0,1985,"17020,00$",False
1297,Yes,,264.53968253968253,,2,2,Technical Degree,1298,1,0,2,1, humAN ResoUrceS ,4,Single,"2136,67$","5555,33$",1,No,12,"3,0",3,Part Time,0,"1,0",3,"4,0",1,0,0,2004,"25640,00$",True
1298,No,travel_rarely,1582.7713464696226,,29,3,,1299,1,0,2,4, MaNagER ,4,divorced,,"33238,20$",3,No,12,"3,0",3,Full Time,1,,3,"2,0",1,0,0,1966,"153407,07$",Yes
1299,No,travel_rarely,523.0952380952382,,2,2,Medical,1300,1,1,3,2, MAnufactURInG DiREctoR ,4,,,"10985,00$",5,,13,,3,Part Time,3,"20,0",2,"3,0",5,0,4,1976,"50700,00$",True
1300,No,travel_rarely,390.0,,8,4,Life Sciences,1301,3,1,3,2, lAbORATorY TEchniciAN ,3,Single,"3150,00$","8190,00$",7,,11,"3,0",3,Part Time,0,,3,"3,0",1,0,0,1969,"37800,00$",False
1301,Yes,travel_frequently,1013.5873015873016,,-42,3,,1302,42,0,3,3, HEaLTHCARe REPresEnTaTiVE ,3,,,"21285,33$",3,No,12,"3,0",1,Part Time,0,"12,0",2,"3,0",1,0,0,1992,"98240,00$",1
1302,Yes,travel_frequently,193.7619047619048,,5,3,Marketing,1303,2,0,3,1, saLeS REprESENTaTIvE ,2,,,"4069,00$",1,Yes,14,"3,0",4,Part Time,0,,3,"3,0",0,0,0,2005,"18780,00$",0
1303,No,,1032.4872861766066,,28,3,Other,1304,3,0,1,3, sALeS ExecuTiVE ,1,,,"21682,23$",3,No,15,"3,0",3,Part Time,1,"20,0",2,"3,0",1,0,1,1983,"100071,84$",True
1304,No,,556.2566609977324,,29,2,,1305,1,0,3,2, saLeS eXecUTIVE ,3,,"4492,84$","11681,39$",5,,12,"3,0",1,Part Time,2,"8,0",5,"3,0",0,0,0,1997,"53914,11$",True
1305,Yes,travel_rarely,241.42857142857144, Research & Development ,-24,3,,1306,3,0,1,1, LABorAtORy TEchnIciAn ,4,Single,"1950,00$","5070,00$",1,Yes,18,"3,0",2,,0,"1,0",3,"1,0",1,0,0,1997,,Yes
1306,No,,556.2566609977324,,10,3,,1307,3,1,3,2, HEALthCaRe reprEsEnTaTivE ,3,,"4492,84$","11681,39$",3,No,19,"3,0",3,,1,"18,0",4,,1,0,0,1985,,True
1307,No,,219.4523809523809,,17,2,Other,1308,4,0,2,1, lAbOrAtORy tECHNICIAN ,2,Married,"1772,50$","4608,50$",1,No,21,"4,0",4,Part Time,1,"1,0",2,"3,0",1,0,0,1999,"21270,00$",Yes
1308,Yes,travel_frequently,209.75396825396828,,12,4,,1309,2,0,2,1, sALeS RePREsEntaTIVe ,1,Married,"1694,17$","4404,83$",1,No,18,"3,0",3,Part Time,1,"1,0",2,"4,0",1,0,0,1993,"20330,00$",True
1309,No,travel_rarely,990.6825396825396,,2,3,Marketing,1310,4,0,3,2, salEs eXeCuTIve ,3,Married,"8001,67$","20804,33$",4,,11,"3,0",3,Full Time,1,,3,"2,0",3,1,0,1986,"96020,00$",0
1310,No,travel_rarely,290.03550973654063, Research & Development ,1,3,Life Sciences,1311,4,1,2,1, rEsEARcH ScieNTisT ,2,,"2342,59$","6090,75$",1,No,13,,4,Part Time,0,"1,0",0,"4,0",1,0,0,2003,"28111,13$",Yes
1311,No,,1715.4841269841272,,-14,4,Other,1312,2,0,2,4, REseArcH DireCtOR ,4,Divorced,"13855,83$","36025,17$",4,,14,"3,0",3,Full Time,1,"21,0",3,,1,0,0,1980,"166270,00$",0
1312,No,,290.03550973654063,,-27,1,Life Sciences,1313,3,1,3,1, ReseaRcH SCieNTIST ,1,,"2342,59$","6090,75$",3,No,17,"3,0",4,Part Time,0,"8,0",3,"2,0",0,0,0,1985,"28111,13$",1
1313,No,,556.2566609977324, Sales ,8,4,Marketing,1314,3,0,3,2, SalEs eXecuTive ,3,Divorced,"4492,84$","11681,39$",0,,12,"3,0",4,Part Time,0,"6,0",3,"3,0",5,1,2,1990,"53914,11$",0
1314,No,,214.91269841269843,,3,3,,1315,3,1,3,1, reSeARCH SCIenTiST ,3,,"1735,83$","4513,17$",1,No,20,"4,0",3,Part Time,1,"1,0",2,,1,0,0,1993,"20830,00$",False
1315,No,,556.2566609977324, Sales ,-44,2,Medical,1316,2,1,3,2, SaLeS EXEcUTiVe ,3,,"4492,84$","11681,39$",1,No,14,"3,0",1,Part Time,1,,5,"2,0",6,1,2,1994,"53914,11$",0
1316,Yes,,104.1031746031746,,10,1,Medical,1317,4,0,3,1, rEseaRch sCIenTiST ,3,Single,84083$,"2186,17$",1,,11,"3,0",4,Part Time,0,,5,"3,0",1,1,1,2003,"10090,00$",1
1317,No,non-travel,290.03550973654063,,-20,3,,1318,20,0,2,1, LAboRATOry TeCHnician ,3,Marreid,"2342,59$","6090,75$",1,No,18,"3,0",3,,2,"1,0",3,"3,0",1,0,0,1988,,0
1318,No,,290.03550973654063,,10,2,Life Sciences,1319,4,0,4,1, rESeArCh sciENTiSt ,4,Single,,"6090,75$",3,No,17,"3,0",1,Part Time,0,,2,,1,0,0,1986,"28111,13$",Yes
1319,No,,811.0555555555557,,1,3,,1320,3,1,3,3, mAnuFacTUrinG dIrECtOR ,3,Single,"6550,83$","17032,17$",4,Yes,14,,4,Part Time,0,"10,0",4,,1,0,0,1985,"78610,00$",1
1320,No,,272.5873015873016,,10,3,,1321,3,0,3,1, sAles RePreseNtativE ,3,Single,"2201,67$","5724,33$",1,No,11,"3,0",3,Part Time,0,"1,0",6,,1,0,0,1994,"26420,00$",0
1321,No,,556.2566609977324,,2,4,,1322,4,1,3,2, HEaLthcAre reprESentATiVE ,1,Divorced,"4492,84$","11681,39$",2,No,11,"3,0",1,Part Time,1,"16,0",2,"4,0",1,0,0,1988,"53914,11$",True
1322,No,travel_rarely,290.03550973654063,,2,5,Medical,1323,4,0,3,1, ResEarCh ScIenTisT ,3,Married,"2342,59$","6090,75$",6,Yes,13,"3,0",2,,1,,0,"1,0",1,0,1,1985,,Yes
1323,No,travel_rarely,528.3571428571429,,8,5,Life Sciences,1324,2,1,3,2, manUfACtuRIng DiRECtOR ,1,,"4267,50$","11095,50$",3,No,14,"3,0",3,Part Time,1,,3,,0,0,0,1989,"51210,00$",1
1324,Yes,,290.03550973654063,,6,3,Life Sciences,1325,3,0,4,1, LaborAtorY TecHNICIAn ,1,,"2342,59$","6090,75$",1,Yes,21,"4,0",3,,2,"1,0",2,"3,0",0,0,0,2000,,False
1325,No,,277.95238095238096,,9,3,Life Sciences,1326,3,0,2,1, labORAToRy TeCHNicIAN ,2,Divorced,"2245,00$","5837,00$",1,No,11,"3,0",3,Part Time,3,,4,"3,0",1,0,0,1999,"26940,00$",False
1326,Yes,travel_rarely,290.03550973654063,,1,2,Life Sciences,1327,2,1,2,1, LabOrATORy TEchniciAn ,1,Married,"2342,59$","6090,75$",1,,11,"3,0",4,Part Time,1,"1,0",1,"3,0",1,0,0,1994,"28111,13$",1
1327,No,travel_frequently,525.5714285714286,,16,4,Medical,1328,1,0,2,2, lABoratORy tEChnIciaN ,3,,"4245,00$","11037,00$",6,No,14,"3,0",4,Part Time,0,"10,0",6,"3,0",1,0,0,1983,"50940,00$",1
1328,No,travel_rarely,556.2566609977324, Research & Development ,2,3,,1329,3,1,2,2, MaNufacTuRINg DirEcTor ,4,Single,"4492,84$","11681,39$",5,,24,"4,0",2,Part Time,0,"12,0",4,"2,0",0,0,0,1993,"53914,11$",1
1329,No,,234.6190476190476,,2,3,,1330,2,1,2,1, rEseaRCH scIeNTIsT ,3,,,"4927,00$",1,No,14,"3,0",4,Part Time,0,"1,0",3,"3,0",1,0,0,1978,"22740,00$",True
1330,No,,290.03550973654063,,3,3,Medical,1331,4,0,3,1, reSeARCH ScIENtISt ,4,Married,"2342,59$","6090,75$",1,,11,"3,0",3,Part Time,3,"0,0",6,"2,0",0,0,0,1996,"28111,13$",True
1331,No,,556.2566609977324,,16,4,Marketing,1332,4,0,2,2, SAlEs eXEcUTiVE ,3,,,"11681,39$",4,,19,,4,Part Time,2,"9,0",2,"3,0",1,0,0,1986,"53914,11$",True
1332,No,,238.7460317460317,,1,3,Life Sciences,1333,4,0,3,1, lABoraToRy techNICIAn ,4,Divorced,"1928,33$","5013,67$",0,No,12,,2,Part Time,1,"4,0",2,"3,0",3,0,2,1991,"23140,00$",1
1333,No,travel_rarely,1582.7713464696226,,8,3,Marketing,1334,1,0,3,4, SALes eXECuTive ,4,Married,,"33238,20$",5,,14,"3,0",3,Full Time,1,"28,0",3,"3,0",2,2,2,1970,"153407,07$",Yes
1334,No,,1032.4872861766066,,-19,2,,1335,19,0,3,3, saLEs EXEcUtIVE ,2,Single,,"21682,23$",1,Yes,13,"3,0",4,Part Time,0,,2,"3,0",10,0,9,1986,"100071,84$",False
1335,Yes,travel_rarely,290.03550973654063,,25,4,,1336,1,0,3,1, lAbORAtoRy TEChNiCIAN ,4,,"2342,59$","6090,75$",1,,24,"4,0",3,Part Time,0,"1,0",2,"1,0",1,0,1,1991,"28111,13$",1
1336,Yes,travel_frequently,245.5555555555556,,2,1,,1337,4,0,2,1, lABorAToRy teCHNIcIaN ,4,divorced,,"5156,67$",9,,14,"3,0",4,Part Time,1,"3,0",3,"2,0",1,0,0,1965,"23800,00$",True
1337,No,travel_rarely,556.2566609977324,,8,3,,1338,1,1,3,2, MAnUFacTurInG dirEcToR ,2,Divorced,"4492,84$","11681,39$",4,No,21,"4,0",3,Part Time,1,"4,0",2,"4,0",1,0,0,1980,"53914,11$",0
1338,Yes,travel_rarely,290.03550973654063, Research & Development ,18,1,Other,1339,4,1,3,1, resEaRcH scIENTiSt ,4,Single,"2342,59$","6090,75$",1,No,19,,1,Part Time,0,,3,"2,0",1,0,0,2002,"28111,13$",False
1339,No,,207.1746031746032,,-48,3,Life Sciences,1340,48,0,3,1, lAboRATORy TechNIcIAN ,2,,"1673,33$","4350,67$",1,No,14,"3,0",2,Part Time,2,"1,0",3,"3,0",1,1,0,1989,"20080,00$",Yes
1340,No,,1088.6984126984128,,5,3,,1341,3,1,2,3, HeALThcAre RePresENTATive ,2,Divorced,"8793,33$","22862,67$",2,,13,,4,Full Time,1,"24,0",3,"3,0",6,0,4,1965,"105520,00$",False
1341,No,,233.07142857142856,,20,4,Medical,1342,4,0,3,1, rEsEARCh ScieNTist ,3,Married,"1882,50$","4894,50$",4,,17,"3,0",1,Part Time,2,"13,0",2,"2,0",0,0,0,1975,"22590,00$",0
1342,No,non-travel,290.03550973654063,,1,3,Life Sciences,1343,3,1,2,1, LaBORatoRy teCHnIciAn ,2,Married,"2342,59$","6090,75$",6,No,20,,3,Part Time,0,"5,0",3,"3,0",3,0,2,1991,"28111,13$",True
1343,Yes,,248.96031746031747,,19,2,Marketing,1344,3,0,2,1, sAleS rEPrEsENTaTiVE ,2,Married,,"5228,17$",1,Yes,18,,3,Part Time,3,,2,"3,0",1,0,0,1998,"24130,00$",False
1344,No,,1032.4872861766066, Sales ,10,4,Marketing,1345,1,0,2,3, SALes eXECuTIvE ,2,Divorced,"8339,32$","21682,23$",2,No,12,"3,0",2,Part Time,1,"11,0",2,"2,0",1,0,0,1983,"100071,84$",1
1345,Yes,,218.8333333333333,,21,3,Other,1346,4,0,2,1, SAles rePREseNTatIVE ,2,Single,,"4595,50$",1,Yes,13,"3,0",2,Part Time,0,"1,0",3,"4,0",1,0,0,2004,"21210,00$",False
1346,Yes,travel_rarely,290.03550973654063, Research & Development ,4,3,Technical Degree,1347,1,0,3,1, LabORatORy tEChnIcIAn ,1,Single,"2342,59$","6090,75$",1,,19,"3,0",2,Part Time,0,"1,0",2,"3,0",1,0,0,2003,"28111,13$",False
1347,No,travel_rarely,556.2566609977324,,1,3,,1348,2,1,2,2, hEaLThcAre repREseNtATIvE ,4,,"4492,84$","11681,39$",0,,14,"3,0",1,Part Time,0,"6,0",3,"3,0",5,1,4,1990,"53914,11$",True
1348,Yes,travel_rarely,255.7698412698413,,2,3,,1349,4,0,3,1, reSearCH ScIeNtiSt ,3,Single,,"5371,17$",4,No,24,"4,0",1,Part Time,0,"7,0",4,"3,0",1,0,0,1965,"24790,00$",0
1349,Yes,non-travel,1361.2857142857142,,24,3,,1350,2,1,4,4, SALES EXecutivE ,2,Single,,"28587,00$",4,,16,"3,0",4,Full Time,0,"22,0",2,"2,0",1,0,0,1983,"131940,00$",1
1350,Yes,travel_rarely,290.03550973654063,,10,3,,1351,4,1,2,1, rESEarCh scIenTisT ,1,Single,"2342,59$","6090,75$",6,Yes,20,"4,0",3,Part Time,0,"3,0",5,"3,0",0,0,0,1994,"28111,13$",1
1351,No,travel_rarely,429.515873015873,,-18,2,Life Sciences,1352,4,1,3,2, SAles execUTive ,4,Single,"3469,17$","9019,83$",1,Yes,17,"3,0",3,,0,"9,0",0,"3,0",9,0,7,1976,,0
1352,No,,290.03550973654063,,5,2,,1353,2,0,3,1, reSEaRCH scIENTiST ,4,,"2342,59$","6090,75$",1,No,15,"3,0",4,Part Time,0,,2,"3,0",0,0,0,2005,"28111,13$",True
1353,Yes,,268.25396825396825,,-16,3,Medical,1354,4,1,2,1, reseARCH sCiEnTIst ,1,,,"5633,33$",1,Yes,15,"3,0",1,Part Time,0,"1,0",2,"3,0",1,0,0,2003,"26000,00$",0
1354,No,,1888.4047619047624,,5,2,,1355,4,0,3,5, ManagEr ,3,,"15252,50$","39656,50$",6,No,13,"3,0",2,Full Time,0,"21,0",3,"4,0",1,0,0,1981,"183030,00$",Yes
1355,No,travel_rarely,245.5555555555556, Research & Development ,9,3,,1356,1,0,3,1, LaBorAtOrY teCHNICIAn ,4,Married,"1983,33$","5156,67$",4,No,18,,2,,0,"8,0",5,"3,0",1,0,0,1973,,1
1356,Yes,travel_rarely,492.8650793650794,,11,2,Medical,1357,1,1,1,2, HEaLtHcArE rEPrEseNtAtIVE ,2,,"3980,83$","10350,17$",5,No,15,"3,0",1,Part Time,0,"15,0",2,"1,0",1,0,0,1986,"47770,00$",1
1357,No,,556.2566609977324,,3,4,Life Sciences,1358,2,0,3,2, sAlEs EXecUTIVE ,4,,"4492,84$","11681,39$",8,Yes,12,"3,0",3,,0,"19,0",1,"3,0",1,0,0,1985,,0
1358,Yes,,556.2566609977324,,15,3,,1359,1,0,3,2, labORatorY TEchNiCian ,3,Divorced,,"11681,39$",7,,14,"3,0",2,Part Time,1,"9,0",3,"2,0",1,0,0,1987,"53914,11$",True
1359,No,travel_rarely,108.53968253968254, Sales ,10,1,Medical,1360,4,0,3,1, saLEs RePREsentAtiVE ,2,Married,87667$,"2279,33$",1,No,22,"4,0",2,,0,,5,"3,0",1,0,0,1995,"10520,00$",1
1360,No,,1032.4872861766066,,25,3,,1361,3,0,2,3, sALEs ExECutiVe ,4,,,"21682,23$",5,No,13,"3,0",3,Part Time,1,"18,0",5,"3,0",1,0,0,1980,"100071,84$",1
1361,Yes,travel_rarely,290.03550973654063, Research & Development ,10,3,,1362,3,1,2,1, laBOrATORY TechNiCiAn ,1,Single,"2342,59$","6090,75$",1,No,13,,1,Part Time,0,"1,0",6,"2,0",1,1,0,2002,"28111,13$",Yes
1362,Yes,travel_rarely,253.91269841269843,,4,4,,1363,1,0,3,1, resEaRcH scieNtIST ,3,Married,,"5332,17$",9,,12,,3,Part Time,3,"18,0",2,"4,0",10,2,7,1972,"24610,00$",0
1363,No,,556.2566609977324, Sales ,10,4,,1364,4,1,2,2, sALes exECutIVe ,4,Divorced,,"11681,39$",2,Yes,14,,3,Part Time,3,"8,0",5,"3,0",1,0,0,1986,"53914,11$",0
1364,Yes,,267.8412698412698, Research & Development ,1,3,Medical,1365,1,0,2,1, LabOraToRy technICiAN ,2,Divorced,,"5624,67$",1,No,15,,1,,2,,2,"3,0",1,0,0,1995,"25960,00$",0
1365,Yes,,487.8095238095239,,1,4,,1366,4,0,3,2, sales EXecUTIvE ,3,Single,,"10244,00$",3,Yes,14,"3,0",4,Part Time,0,"5,0",4,"3,0",0,0,0,1973,"47280,00$",True
